Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2024-01-15,3086.67626953125,1192.1600341796875,5873.736328125,3207.386474609375,1118.63671875,7243.08349609375,1631.370849609375,675.5645751953125,1096.2906494140625,218.51942443847656,5110.8271484375,1302.1094970703125,357.84429931640625,3885.750732421875,1149.8409423828125,3790.105712890625,2092.95703125,1510.7232666015625,1650.264892578125,612.3674926757812,4211.59228515625,571.3745727539062,2538.264892578125,1001.2305908203125,1670.306640625,1588.2667236328125,437.6998291015625,818.7365112304688,1849.472900390625,3482.932861328125,1623.6614990234375,9992.517578125,2513.314208984375,307.464599609375,218.54083251953125,229.21923828125,1394.125,1424.774169921875,617.150634765625,26665.47265625,1309.7432861328125,803.0460815429688,129.2222137451172,3754.589599609375,1301.6273193359375,3746.5908203125,9895.8642578125,567.75,241.9656524658203
2024-01-16,3053.70654296875,1182.498779296875,5881.85546875,3229.9189453125,1118.2369384765625,7235.14794921875,1622.4764404296875,673.6358642578125,1089.82666015625,224.64813232421875,5064.677734375,1291.400146484375,355.28594970703125,3791.23095703125,1144.8504638671875,3750.741943359375,2107.102783203125,1479.57080078125,1656.5294189453125,609.1783447265625,4223.39208984375,576.2466430664062,2534.220703125,1000.4374389648438,1648.7459716796875,1568.5106201171875,442.0992736816406,825.8308715820312,1845.976806640625,3512.865966796875,1608.5718994140625,10088.2626953125,2507.887939453125,301.8443908691406,220.038330078125,227.22315979003906,1374.625,1403.6026611328125,614.0654296875,26932.388671875,1294.0777587890625,809.3719482421875,131.47329711914062,3713.714111328125,1284.841796875,3807.84033203125,9910.8251953125,564.5,237.26919555664062
2024-01-17,2968.334716796875,1156.23974609375,5903.12353515625,3176.428466796875,1081.4654541015625,7108.18017578125,1585.14990234375,664.8005981445312,1079.235595703125,224.07801818847656,4996.6630859375,1283.120361328125,353.1927185058594,3706.0537109375,1123.337890625,3709.993408203125,2059.93408203125,1499.0233154296875,1516.78759765625,604.5440673828125,4210.099609375,557.056640625,2528.104736328125,973.3704223632812,1625.8502197265625,1576.826416015625,436.7637634277344,806.3336791992188,1777.70166015625,3510.359375,1586.0865478515625,9957.646484375,2508.923828125,299.7125549316406,217.18373107910156,227.36572265625,1361.574951171875,1415.906982421875,603.55615234375,25992.513671875,1279.8409423828125,796.2259521484375,126.10900115966797,3736.12353515625,1291.020751953125,3817.55859375,9796.5537109375,551.0,235.99722290039062
2024-01-18,2916.232177734375,1143.55615234375,5967.82421875,3099.572265625,1096.6536865234375,7026.49365234375,1580.153076171875,656.371826171875,1081.0257568359375,224.81442260742188,4950.7109375,1311.8270263671875,349.47149658203125,3677.628173828125,1123.337890625,3650.7001953125,2045.788330078125,1491.0806884765625,1466.12939453125,605.739990234375,4232.39794921875,551.7371826171875,2513.4072265625,977.93115234375,1595.1905517578125,1579.1336669921875,435.7341003417969,797.4036254882812,1775.30419921875,3534.984375,1605.4945068359375,9831.63671875,2468.376220703125,290.0224914550781,218.58763122558594,221.90020751953125,1367.949951171875,1399.7169189453125,605.773681640625,26330.783203125,1316.048828125,809.5696411132812,125.4863510131836,3753.435546875,1318.656005859375,3722.51953125,9833.931640625,544.2000122070312,236.11953735351562
2024-01-19,2912.985107421875,1141.9705810546875,6071.224609375,3101.531982421875,1115.68896484375,7079.0166015625,1599.4908447265625,661.2095336914062,1118.765380859375,228.49639892578125,5072.6240234375,1316.784912109375,356.5418701171875,3671.26708984375,1126.9664306640625,3658.909423828125,2073.23291015625,1502.966796875,1450.838134765625,613.8126220703125,4237.93701171875,553.924560546875,2530.57080078125,990.6715087890625,1543.959228515625,1595.09228515625,441.3504333496094,810.3025512695312,1762.368408203125,3584.1357421875,1643.51611328125,9943.77734375,2480.36279296875,298.888916015625,226.5430908203125,223.75372314453125,1367.449951171875,1435.2852783203125,605.2434692382812,26502.1796875,1315.9010009765625,814.0176391601562,128.59957885742188,3801.10546875,1352.4700927734375,3798.172119140625,10034.1943359375,553.4000244140625,237.29364013671875
2024-01-23,2893.90283203125,1126.76025390625,6130.09814453125,2992.6396484375,1088.4100341796875,7038.6943359375,1581.502197265625,638.76904296875,1151.5823974609375,219.99220275878906,4983.23779296875,1397.153564453125,349.1458740234375,3593.2958984375,1128.1990966796875,3577.066162109375,2041.7540283203125,1460.5028076171875,1408.1214599609375,584.1634521484375,4280.75244140625,538.3140869140625,2343.29833984375,1020.2667846679688,1425.8702392578125,1578.7010498046875,429.9305419921875,784.256591796875,1782.5462646484375,3490.747802734375,1583.604736328125,9768.1865234375,2429.801513671875,293.22027587890625,215.1714630126953,226.1775665283203,1328.574951171875,1370.4254150390625,583.405517578125,27341.765625,1357.971435546875,791.1849975585938,124.6242446899414,3719.358154296875,1329.8463134765625,3727.453125,9773.04296875,535.0999755859375,229.88204956054688
2024-01-24,2900.796142578125,1110.4102783203125,6189.46875,2938.511962890625,1058.333251953125,7154.70166015625,1619.8280029296875,637.3778076171875,1183.3553466796875,226.6910400390625,5076.17822265625,1405.433349609375,355.9371643066406,3621.32373046875,1173.4710693359375,3595.165771484375,2063.370849609375,1511.0665283203125,1436.286865234375,579.6786499023438,4270.59033203125,561.9287109375,2408.5009765625,990.6715087890625,1474.4805908203125,1610.6663818359375,433.95562744140625,805.8871459960938,1786.6417236328125,3528.299560546875,1616.265625,9894.7412109375,2480.165283203125,299.2765197753906,219.33641052246094,234.0194091796875,1343.875,1405.3460693359375,596.1322021484375,27482.380859375,1361.7152099609375,801.5140380859375,129.46168518066406,3703.5,1370.0340576171875,3755.5615234375,9931.6025390625,545.75,234.36790466308594
2024-01-25,2890.95556640625,1135.876708984375,6145.1396484375,2889.283203125,1041.4462890625,7536.25048828125,1629.1221923828125,640.1060791015625,1154.118408203125,225.384521484375,5075.83251953125,1358.1343994140625,362.2632751464844,3557.06787109375,1164.205810546875,3576.81884765625,2068.551025390625,1486.000244140625,1415.56982421875,577.0376586914062,4278.77734375,563.967041015625,2395.33203125,1001.3297729492188,1495.3984375,1604.60986328125,426.51397705078125,809.3599243164062,1766.4639892578125,3532.4775390625,1623.61181640625,9788.5439453125,2448.792724609375,304.9936218261719,219.05560302734375,233.35403442382812,1353.074951171875,1375.8055419921875,590.7811889648438,27794.298828125,1348.118896484375,802.4530029296875,128.12060546875,3673.13427734375,1286.447509765625,3757.903564453125,9910.5771484375,537.2999877929688,230.4213409423828
2024-01-29,3061.848876953125,1185.768798828125,6305.42138671875,2915.587646484375,1060.431640625,7487.943359375,1635.9178466796875,649.6956787109375,1155.70947265625,234.05499267578125,5070.896484375,1325.610107421875,384.0325622558594,3548.81884765625,1161.8597412109375,3628.842529296875,2096.44384765625,1509.293212890625,1435.0537109375,576.5891723632812,4424.56103515625,564.6630859375,2411.213623046875,1007.7247314453125,1510.0360107421875,1592.5927734375,421.0379943847656,805.3909912109375,1820.904296875,3645.083984375,1628.0791015625,9897.9111328125,2464.97265625,314.4898376464844,236.3236083984375,241.38597106933594,1448.050048828125,1413.1671142578125,600.6155395507812,28254.4921875,1380.188720703125,831.265625,129.3179931640625,3664.1689453125,1278.9547119140625,3854.0390625,10213.4814453125,539.6500244140625,231.89210510253906
2024-01-30,3088.275146484375,1176.5533447265625,6285.5478515625,2894.083740234375,1053.287109375,7505.4013671875,1589.5472412109375,615.8677368164062,1152.2288818359375,239.54232788085938,5026.32666015625,1306.026123046875,374.4968566894531,3530.033935546875,1161.3128662109375,3664.1513671875,2118.0107421875,1494.67529296875,1424.8431396484375,573.0512084960938,4419.6005859375,566.00537109375,2425.27001953125,1008.220458984375,1503.211669921875,1587.6417236328125,410.0393371582031,805.6886596679688,1821.603515625,3571.6513671875,1608.5718994140625,9858.533203125,2458.56005859375,305.67193603515625,233.23501586914062,241.52857971191406,1407.625,1393.8387451171875,604.279296875,27922.53515625,1351.5179443359375,848.9089965820312,129.0306396484375,3663.735107421875,1282.3603515625,3723.566162109375,9904.861328125,535.25,231.64697265625
2024-01-31,3139.12841796875,1196.668701171875,6328.5322265625,2897.75732421875,1066.9266357421875,7605.73583984375,1626.2740478515625,619.9962768554688,1164.2120361328125,238.6634063720703,5131.6064453125,1339.6412353515625,377.8459777832031,3648.208740234375,1217.0230712890625,3797.523681640625,2166.673828125,1510.682861328125,1442.8472900390625,574.645751953125,4451.57958984375,576.0477294921875,2447.859130859375,1019.3744506835938,1517.206298828125,1596.7266845703125,413.3155212402344,812.2869873046875,1823.251708984375,3420.70703125,1639.545166015625,10091.58203125,2472.322265625,307.6584167480469,236.08961486816406,246.47128295898438,1426.625,1395.980712890625,617.5363159179688,28398.390625,1397.5291748046875,873.9656372070312,130.22802734375,3678.580810546875,1297.7349853515625,3685.49072265625,10107.41015625,537.7000122070312,234.41693115234375
2024-02-01,3150.617919921875,1207.766845703125,6263.7822265625,2869.83642578125,1083.413818359375,7594.03125,1621.2271728515625,609.191650390625,1144.820068359375,241.5614776611328,5082.4462890625,1375.9830322265625,378.357666015625,3633.101318359375,1191.57373046875,3890.09765625,2120.45166015625,1512.0252685546875,1446.5960693359375,585.1101684570312,4418.01123046875,567.9939575195312,2440.01708984375,1016.4000244140625,1524.2283935546875,1593.0255126953125,414.5792541503906,795.46875,1820.75439453125,3340.343994140625,1639.1480712890625,10538.4111328125,2434.6357421875,312.0188903808594,231.78431701660156,252.6497344970703,1426.6500244140625,1427.4642333984375,624.4299926757812,29449.845703125,1387.1839599609375,868.3316040039062,129.1264190673828,3715.405517578125,1277.154541015625,3615.619140625,9863.8046875,530.0499877929688,231.08319091796875
2024-02-02,3154.564208984375,1249.9794921875,6296.25634765625,2876.645263671875,1066.2271728515625,7675.81640625,1650.458740234375,618.6773681640625,1144.42236328125,265.2686462402344,5082.693359375,1380.9410400390625,390.54473876953125,3676.8330078125,1200.7891845703125,3783.62744140625,2131.260009765625,1518.1116943359375,1426.668212890625,576.8383178710938,4543.80810546875,580.1741333007812,2419.302490234375,1015.2598266601562,1516.9095458984375,1627.9228515625,411.958251953125,817.1488647460938,1820.9541015625,3318.766357421875,1648.67822265625,10555.7470703125,2448.052734375,322.1934509277344,240.769287109375,263.3906555175781,1457.699951171875,1430.1541748046875,626.3582763671875,28296.654296875,1395.7557373046875,868.5786743164062,132.8622589111328,3823.5185546875,1302.0650634765625,3600.6181640625,10039.015625,533.6500244140625,236.86822509765625
2024-02-05,3170.549560546875,1247.10595703125,6210.537109375,2858.080322265625,1060.681396484375,7596.5107421875,1613.8818359375,596.9866333007812,1107.3787841796875,273.0601806640625,5058.65625,1421.84423828125,409.5696105957031,3676.932373046875,1211.7144775390625,3847.32177734375,2081.750244140625,1490.8887939453125,1425.3857421875,561.440673828125,4572.07861328125,576.5946655273438,2386.651611328125,1014.7640991210938,1520.9151611328125,1622.0103759765625,410.0393371582031,808.318115234375,1806.3701171875,3285.048583984375,1691.167236328125,10330.9697265625,2429.604248046875,325.6818542480469,246.10415649414062,268.9037170410156,1439.0250244140625,1414.61181640625,619.8984985351562,26805.794921875,1442.21044921875,916.072509765625,135.5923309326172,3830.266357421875,1296.859130859375,3540.46533203125,9857.8896484375,474.0,236.4760284423828
2024-02-06,3200.822021484375,1261.5235595703125,6173.48046875,2871.403564453125,1049.240234375,7658.15966796875,1596.0430908203125,596.0787353515625,1127.7652587890625,289.4747009277344,4942.71484375,1413.4652099609375,417.38421630859375,3703.767578125,1226.0594482421875,3901.373046875,2058.091064453125,1556.4541015625,1424.645751953125,590.7410278320312,4607.52490234375,581.566162109375,2393.40869140625,1017.6393432617188,1494.8050537109375,1662.6280517578125,403.8145446777344,812.38623046875,1785.0435791015625,3366.1484375,1715.092041015625,10743.375,2423.635498046875,327.0027770996094,254.8551025390625,260.681640625,1427.800048828125,1458.598876953125,626.9367065429688,27416.994140625,1453.3436279296875,928.6749267578125,138.5618438720703,3987.109619140625,1314.6663818359375,3547.5419921875,9989.509765625,481.8500061035156,244.95748901367188
2024-02-07,3226.898193359375,1244.2322998046875,6154.205078125,2920.583984375,1068.2755126953125,7639.80908203125,1595.193603515625,606.1109619140625,1128.0137939453125,286.0302429199219,5013.00048828125,1426.6534423828125,421.10546875,3709.035400390625,1228.674072265625,3884.608642578125,2103.4169921875,1548.4022216796875,1410.6864013671875,603.0989990234375,4617.06103515625,588.874267578125,2392.52099609375,1013.4256591796875,1498.7115478515625,1628.3072509765625,404.18902587890625,830.0974731445312,1790.637451171875,3337.10009765625,1708.4903564453125,10833.375,2466.008544921875,323.5781555175781,254.4807586669922,254.693359375,1442.1500244140625,1464.0286865234375,651.0404663085938,27960.873046875,1474.1324462890625,922.991455078125,138.32235717773438,3936.40283203125,1282.5064697265625,3564.83544921875,10166.2119140625,477.79998779296875,242.77584838867188
2024-02-08,3165.7041015625,1233.877197265625,6207.05078125,2870.08154296875,1035.1011962890625,7694.712890625,1569.559814453125,594.0460815429688,1135.8203125,294.7957458496094,4812.90478515625,1408.25927734375,427.19903564453125,3661.92431640625,1224.75732421875,3765.57763671875,2049.424560546875,1566.087646484375,1384.14892578125,589.694580078125,4631.07568359375,597.8726806640625,2384.23486328125,980.8560180664062,1461.0794677734375,1626.7210693359375,393.74114990234375,815.7101440429688,1727.8062744140625,3278.904296875,1673.6455078125,10643.3701171875,2390.4873046875,323.7738037109375,255.6506805419922,262.5351867675781,1450.125,1453.667236328125,674.46923828125,27267.38671875,1477.4822998046875,913.6014404296875,137.6039276123047,3985.27783203125,1273.9920654296875,3537.52490234375,9938.7109375,464.8500061035156,239.66270446777344
2024-02-09,3212.261474609375,1259.9381103515625,6412.60791015625,2891.68310546875,1050.5892333984375,7722.09033203125,1569.95947265625,601.16943359375,1114.0416259765625,291.85015869140625,4907.6220703125,1427.64501953125,424.4080810546875,3630.020263671875,1223.9222412109375,3798.858642578125,2160.19873046875,1563.020263671875,1384.69140625,582.0206909179688,4728.3134765625,587.9296264648438,2391.238525390625,1002.0733642578125,1469.93115234375,1604.85009765625,394.6434631347656,805.4406127929688,1740.542236328125,3268.140380859375,1634.4326171875,10632.4228515625,2417.173583984375,317.90301513671875,250.40943908691406,259.4934997558594,1460.75,1434.3885498046875,699.247802734375,27526.310546875,1520.783203125,904.4091186523438,135.35284423828125,3984.892333984375,1275.74365234375,3579.88623046875,9887.1162109375,457.95001220703125,240.44711303710938
2024-02-12,3166.85302734375,1237.989501953125,6589.02734375,2893.789794921875,1045.892822265625,7766.8271484375,1556.2681884765625,593.4588623046875,1112.500244140625,280.5191650390625,4906.3388671875,1422.68701171875,402.6387939453125,3717.334228515625,1259.2430419921875,3829.420166015625,2139.1298828125,1597.8636474609375,1371.274658203125,575.2437133789062,4515.10400390625,579.130126953125,2353.260986328125,987.5979614257812,1431.260498046875,1615.184814453125,386.4277038574219,805.1925659179688,1707.6783447265625,3243.564453125,1648.38037109375,10609.490234375,2426.00341796875,309.3414611816406,241.37765502929688,256.92706298828125,1452.3499755859375,1430.7021484375,682.5198974609375,27163.080078125,1520.436279296875,901.0484008789062,131.6169891357422,3972.360595703125,1283.284912109375,3573.556884765625,9905.109375,458.3999938964844,245.8399658203125
2024-02-13,3175.545166015625,1253.299072265625,6693.07568359375,2911.22802734375,1069.92431640625,7853.57177734375,1567.0113525390625,596.5755615234375,1111.6549072265625,277.5973205566406,4917.59228515625,1445.49365234375,420.826416015625,3677.87646484375,1259.61083984375,3811.96337890625,2056.248046875,1596.5697021484375,1375.6646728515625,587.5518798828125,4570.29638671875,507.1925048828125,2361.498046875,1011.0956420898438,1447.8265380859375,1619.462890625,386.33270263671875,806.3336791992188,1735.2481689453125,3265.141845703125,1634.780029296875,10693.49609375,2424.326416015625,314.62518310546875,242.87515258789062,256.8795471191406,1465.0999755859375,1462.185546875,687.8709106445312,27147.2890625,1528.115478515625,896.4028930664062,132.0480499267578,4000.123291015625,1292.6749267578125,3548.33935546875,9794.3173828125,479.1000061035156,250.81607055664062
2024-02-14,3204.2685546875,1256.3212890625,6728.14013671875,2915.9306640625,1096.004150390625,8018.13427734375,1578.7039794921875,600.4467163085938,1109.666015625,296.29229736328125,4946.2685546875,1413.3660888671875,433.8507385253906,3696.95947265625,1244.301513671875,3858.794677734375,2071.83837890625,1602.22509765625,1365.40478515625,583.3660888671875,4636.99951171875,504.90557861328125,2355.530029296875,1013.970947265625,1465.2332763671875,1601.82177734375,390.8917541503906,806.928955078125,1747.03515625,3252.85400390625,1645.0052490234375,10924.76171875,2453.577880859375,320.936279296875,251.62615966796875,260.111328125,1481.375,1448.3367919921875,716.7471313476562,26797.408203125,1506.5146484375,907.6708984375,135.25704956054688,3952.501708984375,1258.0823974609375,3573.85595703125,9730.09765625,481.3999938964844,252.23782348632812
2024-02-15,3190.881103515625,1255.5286865234375,6602.12646484375,2955.264892578125,1071.3731689453125,8057.5634765625,1568.4105224609375,597.9984130859375,1114.4891357421875,310.1175231933594,4886.94091796875,1410.3912353515625,443.6189880371094,3686.225341796875,1243.168212890625,3873.63037109375,2076.819091796875,1593.6461181640625,1395.000732421875,583.116943359375,4639.79345703125,510.27484130859375,2318.933837890625,1007.9725952148438,1460.733154296875,1611.5797119140625,383.6257629394531,806.0359497070312,1737.3458251953125,3244.301513671875,1752.22021484375,10986.478515625,2427.409423828125,331.9440002441406,259.5347900390625,272.1915588378906,1470.5999755859375,1447.98828125,734.3909912109375,26233.984375,1496.110595703125,909.8948364257812,135.25704956054688,3955.490478515625,1265.3316650390625,3610.23681640625,9756.44140625,487.3500061035156,254.1988525390625
